Symbol,Company Name,Industry,Current Price,Bound,Result Date,Days to Result,Trade Type,Sell @,Sell Premium,Max Profit (₹),Max Profit (%),POP (%),Margin,Upcoming Events,Past Events,News
SOLARINDS,Solar Industries India Ltd.,Chemicals,18070.0,13422,2026-05-15,-6.0,CE,20000.0,29.32,1466,1.23,96.08,118824.0,No upcoming events found.,No upcoming events found.,No news found.
ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare,1066.9,880,2026-05-19,-2.0,CE,1210.0,1.61,1451,2.29,98.09,63478.35,No upcoming events found.,No upcoming events found.,No news found.
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,8013.0,7320,2026-05-20,-1.0,PE,7150.0,11.4,1425,1.46,97.22,97274.25,No upcoming events found.,No upcoming events found.,No news found.
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,8013.0,7334,2026-05-20,-1.0,CE,8900.0,10.91,1364,1.39,96.14,97966.0,No upcoming events found.,No upcoming events found.,No news found.
MOTHERSON,Samvardhana Motherson International Ltd.,Automobile and Auto Components,131.6,96,2026-05-20,-1.0,PE,114.0,0.22,1352,1.33,95.16,101365.7225,No upcoming events found.,No upcoming events found.,No news found.
ADANIGREEN,Adani Green Energy Ltd.,Power,1360.5,910,2026-04-24,-27.0,PE,1200.0,2.25,1350,0.95,95.24,142531.8,No upcoming events found.,No upcoming events found.,No news found.
ABB,ABB India Ltd.,Capital Goods,6312.5,6286,2026-05-08,-13.0,CE,7550.0,10.53,1315,1.87,99.17,70204.875,No upcoming events found.,No upcoming events found.,No news found.
ADANIGREEN,Adani Green Energy Ltd.,Power,1360.5,910,2026-04-24,-27.0,PE,1120.0,2.19,1312,1.05,97.46,124861.8,No upcoming events found.,No upcoming events found.,No news found.
MOTHERSON,Samvardhana Motherson International Ltd.,Automobile and Auto Components,131.6,96,2026-05-20,-1.0,PE,115.0,0.21,1306,1.25,94.8,104686.7225,No upcoming events found.,No upcoming events found.,No news found.
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,Financial Services,1498.2,1426,2026-04-30,-21.0,CE,1780.0,2.08,1296,1.38,99.14,94156.125,No upcoming events found.,No upcoming events found.,No news found.
DRREDDY,Dr. Reddy's Laboratories Ltd.,Healthcare,1329.0,1189,2026-05-12,-9.0,PE,1110.0,2.04,1273,2.03,99.1,62713.75,No upcoming events found.,No upcoming events found.,No news found.
SOLARINDS,Solar Industries India Ltd.,Chemicals,18070.0,13394,2026-05-15,-6.0,PE,16250.0,25.35,1267,1.07,94.58,118607.0,No upcoming events found.,No upcoming events found.,No news found.
ADANIENSOL,Adani Energy Solutions Ltd.,Power,1321.6,1016,2026-04-23,-28.0,CE,1560.0,1.86,1257,0.4,97.02,311301.5625,No upcoming events found.,No upcoming events found.,No news found.
CANBK,Canara Bank,Financial Services,124.93,118,2026-05-11,-10.0,PE,112.0,0.18,1248,1.26,96.03,98923.4375,No upcoming events found.,No upcoming events found.,No news found.
BAJFINANCE,Bajaj Finance Ltd.,Financial Services,914.15,844,2026-04-29,-22.0,PE,790.0,1.66,1246,1.92,98.68,65005.6875,No upcoming events found.,No upcoming events found.,No news found.
ADANIPOWER,Adani Power Ltd.,Power,218.62,154,2026-04-29,-22.0,PE,190.0,0.35,1242,1.05,95.02,118776.4325,No upcoming events found.,No upcoming events found.,No news found.
HDFCLIFE,HDFC Life Insurance Company Ltd.,Financial Services,609.1,570,2026-04-16,-35.0,PE,545.0,1.11,1223,1.88,99.54,64926.4,No upcoming events found.,No upcoming events found.,No news found.
IRFC,Indian Railway Finance Corporation Ltd.,Financial Services,96.2,104,2026-05-14,-7.0,CE,114.0,0.29,1221,2.58,98.52,47271.975,No upcoming events found.,No upcoming events found.,No news found.
BOSCHLTD,Bosch Ltd.,Automobile and Auto Components,36740.0,33477,2026-05-20,-1.0,CE,42000.0,48.27,1206,1.32,96.67,91363.75,No upcoming events found.,No upcoming events found.,No news found.
MOTHERSON,Samvardhana Motherson International Ltd.,Automobile and Auto Components,131.6,96,2026-05-20,-1.0,PE,113.0,0.19,1153,1.16,95.64,99212.7225,No upcoming events found.,No upcoming events found.,No news found.
ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare,1066.9,880,2026-05-19,-2.0,CE,1180.0,1.27,1147,1.57,96.82,72874.35,No upcoming events found.,No upcoming events found.,No news found.
ADANIGREEN,Adani Green Energy Ltd.,Power,1360.5,957,2026-04-24,-27.0,CE,1640.0,1.85,1110,0.88,97.5,125869.8,No upcoming events found.,No upcoming events found.,No news found.
ADANIPOWER,Adani Power Ltd.,Power,218.62,197,2026-04-29,-22.0,CE,260.0,0.3,1082,1.03,97.19,104683.4325,No upcoming events found.,No upcoming events found.,No news found.
ADANIENSOL,Adani Energy Solutions Ltd.,Power,1321.6,1016,2026-04-23,-28.0,CE,1600.0,1.59,1071,0.36,97.9,301602.3125,No upcoming events found.,No upcoming events found.,No news found.
MUTHOOTFIN,Muthoot Finance Ltd.,Financial Services,3245.0,3255,2026-05-14,-7.0,CE,3600.0,3.88,1065,0.81,96.6,131570.4,No upcoming events found.,No upcoming events found.,No news found.
BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,Financial Services,10296.0,9245,2026-05-07,-14.0,CE,11400.0,20.94,1046,1.74,98.34,60150.25,No upcoming events found.,No upcoming events found.,No news found.
ADANIGREEN,Adani Green Energy Ltd.,Power,1360.5,910,2026-04-24,-27.0,PE,1040.0,1.74,1042,0.96,97.87,108043.8,No upcoming events found.,No upcoming events found.,No news found.
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,8013.0,7320,2026-05-20,-1.0,PE,7200.0,8.22,1028,1.04,96.19,98909.25,No upcoming events found.,No upcoming events found.,No news found.
ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare,1066.9,880,2026-05-19,-2.0,CE,1190.0,1.12,1012,1.45,97.35,69733.35,No upcoming events found.,No upcoming events found.,No news found.
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,8013.0,7334,2026-05-20,-1.0,CE,9000.0,7.99,998,1.07,97.18,93317.75,No upcoming events found.,No upcoming events found.,No news found.
SOLARINDS,Solar Industries India Ltd.,Chemicals,18070.0,13394,2026-05-15,-6.0,PE,16000.0,19.88,993,0.87,95.64,114026.5,No upcoming events found.,No upcoming events found.,No news found.
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,2695.1,1869,2026-04-30,-21.0,PE,2320.0,3.21,992,0.86,97.69,115434.375,No upcoming events found.,No upcoming events found.,No news found.
MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,2397.1,2340,2026-04-30,-21.0,CE,2640.0,4.9,979,1.07,94.83,91753.6,No upcoming events found.,No upcoming events found.,No news found.
MOTHERSON,Samvardhana Motherson International Ltd.,Automobile and Auto Components,131.6,96,2026-05-20,-1.0,PE,112.0,0.16,968,0.99,96.47,97675.7225,No upcoming events found.,No upcoming events found.,No news found.
CANBK,Canara Bank,Financial Services,124.93,142,2026-05-11,-10.0,CE,138.0,0.14,961,0.91,96.33,105605.9375,No upcoming events found.,No upcoming events found.,No news found.
SIEMENS,Siemens Ltd.,Capital Goods,3546.0,3089,,,CE,3950.0,5.46,955,1.23,96.12,77482.0125,No upcoming events found.,No upcoming events found.,No news found.
ETERNAL,Eternal Ltd.,Consumer Services,243.0,247,2026-04-28,-23.0,CE,267.5,0.39,951,1.01,95.18,94047.44875,No upcoming events found.,No upcoming events found.,No news found.
HDFCLIFE,HDFC Life Insurance Company Ltd.,Financial Services,609.1,570,2026-04-16,-35.0,PE,515.0,0.86,948,1.78,99.24,53398.4,No upcoming events found.,No upcoming events found.,No news found.
BOSCHLTD,Bosch Ltd.,Automobile and Auto Components,36740.0,33477,2026-05-20,-1.0,CE,42500.0,37.45,936,1.08,97.42,86584.75,No upcoming events found.,No upcoming events found.,No news found.
SOLARINDS,Solar Industries India Ltd.,Chemicals,18070.0,13394,2026-05-15,-6.0,PE,15750.0,18.65,932,0.85,96.51,109608.5,No upcoming events found.,No upcoming events found.,No news found.
ADANIPOWER,Adani Power Ltd.,Power,218.62,197,2026-04-29,-22.0,CE,262.5,0.26,931,0.92,97.73,101416.9325,No upcoming events found.,No upcoming events found.,No news found.
BPCL,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,287.65,287,2026-05-19,-2.0,CE,320.0,0.46,913,1.41,95.65,64810.85625,No upcoming events found.,No upcoming events found.,No news found.
HINDZINC,Hindustan Zinc Ltd.,Metals & Mining,622.35,525,2026-04-30,-21.0,PE,560.0,0.74,903,0.77,95.89,117135.975,No upcoming events found.,No upcoming events found.,No news found.
ADANIENSOL,Adani Energy Solutions Ltd.,Power,1321.6,979,2026-04-23,-28.0,PE,1140.0,1.33,894,0.28,96.65,320562.5625,No upcoming events found.,No upcoming events found.,No news found.
CANBK,Canara Bank,Financial Services,124.93,142,2026-05-11,-10.0,CE,139.0,0.13,894,0.87,95.94,103377.9375,No upcoming events found.,No upcoming events found.,No news found.
ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare,1066.9,880,2026-05-19,-2.0,CE,1200.0,0.99,888,1.33,97.66,66601.35,No upcoming events found.,No upcoming events found.,No news found.
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,2695.1,1869,2026-04-30,-21.0,PE,2420.0,2.83,872,0.69,96.33,126605.375,No upcoming events found.,No upcoming events found.,No news found.
MUTHOOTFIN,Muthoot Finance Ltd.,Financial Services,3245.0,3230,2026-05-14,-7.0,PE,2900.0,3.15,866,0.73,95.8,118466.4,No upcoming events found.,No upcoming events found.,No news found.
ADANIPOWER,Adani Power Ltd.,Power,218.62,197,2026-04-29,-22.0,CE,265.0,0.24,860,0.88,97.76,98186.4325,No upcoming events found.,No upcoming events found.,No news found.
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,1763.9,1371,2026-04-30,-21.0,PE,1560.0,1.81,860,0.86,96.99,100138.55,No upcoming events found.,No upcoming events found.,No news found.
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,8013.0,7334,2026-05-20,-1.0,CE,9100.0,6.88,859,0.97,98.07,88204.0,No upcoming events found.,No upcoming events found.,No news found.
JIOFIN,Jio Financial Services Ltd.,Financial Services,230.31,245,2026-04-17,-34.0,CE,255.0,0.36,857,0.57,95.52,149358.47999999998,No upcoming events found.,No upcoming events found.,No news found.
MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,2397.1,2340,2026-04-30,-21.0,CE,2660.0,4.25,850,0.96,95.55,88221.6,No upcoming events found.,No upcoming events found.,No news found.
GRASIM,Grasim Industries Ltd.,Construction Materials,2883.1,2614,2026-05-20,-1.0,PE,2560.0,3.38,843,1.29,97.29,65583.5,No upcoming events found.,No upcoming events found.,No news found.
BOSCHLTD,Bosch Ltd.,Automobile and Auto Components,36740.0,33448,2026-05-20,-1.0,PE,32000.0,33.69,842,0.96,97.08,87572.0,No upcoming events found.,No upcoming events found.,No news found.
ADANIGREEN,Adani Green Energy Ltd.,Power,1360.5,910,2026-04-24,-27.0,PE,1150.0,1.4,840,0.64,97.05,131815.8,No upcoming events found.,No upcoming events found.,No news found.
SHRIRAMFIN,Shriram Finance Ltd.,Financial Services,920.0,918,2026-04-24,-27.0,PE,800.0,1.01,835,0.87,95.85,96316.98125,No upcoming events found.,No upcoming events found.,No news found.
MUTHOOTFIN,Muthoot Finance Ltd.,Financial Services,3245.0,3255,2026-05-14,-7.0,CE,3650.0,3.02,831,0.67,97.4,124735.9,No upcoming events found.,No upcoming events found.,No news found.
ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare,1066.9,868,2026-05-19,-2.0,PE,960.0,0.91,821,0.75,95.76,110017.35,No upcoming events found.,No upcoming events found.,No news found.
ETERNAL,Eternal Ltd.,Consumer Services,243.0,247,2026-04-28,-23.0,CE,270.0,0.33,806,0.91,95.88,88566.69875,No upcoming events found.,No upcoming events found.,No news found.
BOSCHLTD,Bosch Ltd.,Automobile and Auto Components,36740.0,33448,2026-05-20,-1.0,PE,31000.0,32.2,805,1.02,98.99,78625.75,No upcoming events found.,No upcoming events found.,No news found.
BANKBARODA,Bank of Baroda,Financial Services,260.6,267,2026-05-08,-13.0,CE,287.5,0.28,804,0.93,96.47,86173.175,No upcoming events found.,No upcoming events found.,No news found.
ADANIGREEN,Adani Green Energy Ltd.,Power,1360.5,910,2026-04-24,-27.0,PE,1080.0,1.34,802,0.69,98.4,116911.8,No upcoming events found.,No upcoming events found.,No news found.
BEL,Bharat Electronics Ltd.,Capital Goods,410.2,437,2026-05-19,-2.0,CE,455.0,0.56,801,1.04,96.17,77282.88125,No upcoming events found.,No upcoming events found.,No news found.
BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,Financial Services,10296.0,9225,2026-05-07,-14.0,PE,9000.0,16.02,801,1.43,97.85,56215.75,No upcoming events found.,No upcoming events found.,No news found.
JIOFIN,Jio Financial Services Ltd.,Financial Services,230.31,245,2026-04-17,-34.0,CE,267.5,0.33,787,0.57,97.88,138807.47999999998,No upcoming events found.,No upcoming events found.,No news found.
HDFCAMC,HDFC Asset Management Company Ltd.,Financial Services,2635.6,2357,2026-04-16,-35.0,CE,2920.0,2.6,779,0.8,97.32,97054.8,No upcoming events found.,No upcoming events found.,No news found.
BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,Financial Services,10296.0,9225,2026-05-07,-14.0,PE,8800.0,15.55,777,1.48,98.42,52528.75,No upcoming events found.,No upcoming events found.,No news found.
SHRIRAMFIN,Shriram Finance Ltd.,Financial Services,920.0,948,2026-04-24,-27.0,CE,1020.0,0.94,773,0.72,96.9,107338.98125,No upcoming events found.,No upcoming events found.,No news found.
MOTHERSON,Samvardhana Motherson International Ltd.,Automobile and Auto Components,131.6,96,2026-05-20,-1.0,PE,110.0,0.12,768,0.82,97.22,93370.7225,No upcoming events found.,No upcoming events found.,No news found.
HINDZINC,Hindustan Zinc Ltd.,Metals & Mining,622.35,525,2026-04-30,-21.0,PE,550.0,0.62,765,0.68,96.67,112737.975,No upcoming events found.,No upcoming events found.,No news found.
CANBK,Canara Bank,Financial Services,124.93,142,2026-05-11,-10.0,CE,140.0,0.11,759,0.75,97.11,100745.4375,No upcoming events found.,No upcoming events found.,No news found.
JIOFIN,Jio Financial Services Ltd.,Financial Services,230.31,245,2026-04-17,-34.0,CE,257.5,0.32,757,0.51,96.15,147266.97999999998,No upcoming events found.,No upcoming events found.,No news found.
IRFC,Indian Railway Finance Corporation Ltd.,Financial Services,96.2,104,2026-05-14,-7.0,CE,106.0,0.18,743,1.23,95.77,60573.975,No upcoming events found.,No upcoming events found.,No news found.
ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare,1066.9,868,2026-05-19,-2.0,PE,950.0,0.83,742,0.72,96.71,102781.35,No upcoming events found.,No upcoming events found.,No news found.
PNB,Punjab National Bank,Financial Services,101.31,113,2026-05-05,-16.0,CE,112.0,0.09,740,0.79,97.13,93804.0,No upcoming events found.,No upcoming events found.,No news found.
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,2695.1,1869,2026-04-30,-21.0,PE,2400.0,2.39,737,0.59,96.74,124540.825,No upcoming events found.,No upcoming events found.,No news found.
SIEMENS,Siemens Ltd.,Capital Goods,3546.0,3089,,,CE,4000.0,4.2,735,0.98,97.04,74852.7625,No upcoming events found.,No upcoming events found.,No news found.
HDFCAMC,HDFC Asset Management Company Ltd.,Financial Services,2635.6,2357,2026-04-16,-35.0,CE,2900.0,2.44,731,0.74,96.8,99166.8,No upcoming events found.,No upcoming events found.,No news found.
ADANIENSOL,Adani Energy Solutions Ltd.,Power,1321.6,979,2026-04-23,-28.0,PE,1120.0,1.08,725,0.23,97.49,314352.3125,No upcoming events found.,No upcoming events found.,No news found.
MUTHOOTFIN,Muthoot Finance Ltd.,Financial Services,3245.0,3255,2026-05-14,-7.0,CE,3700.0,2.64,725,0.6,97.92,119888.15,No upcoming events found.,No upcoming events found.,No news found.
MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,2397.1,2340,2026-04-30,-21.0,CE,2680.0,3.57,715,0.84,96.19,84773.6,No upcoming events found.,No upcoming events found.,No news found.
BPCL,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,287.65,287,2026-05-19,-2.0,CE,325.0,0.36,715,1.17,96.43,61098.60625,No upcoming events found.,No upcoming events found.,No news found.
JIOFIN,Jio Financial Services Ltd.,Financial Services,230.31,245,2026-04-17,-34.0,CE,260.0,0.3,710,0.49,96.54,145128.47999999998,No upcoming events found.,No upcoming events found.,No news found.
ETERNAL,Eternal Ltd.,Consumer Services,243.0,247,2026-04-28,-23.0,CE,272.5,0.29,709,0.83,96.62,85147.19875,No upcoming events found.,No upcoming events found.,No news found.
CANBK,Canara Bank,Financial Services,124.93,142,2026-05-11,-10.0,CE,141.0,0.11,708,0.72,97.67,97775.4375,No upcoming events found.,No upcoming events found.,No news found.
GAIL,GAIL (India) Ltd.,Oil Gas & Consumable Fuels,153.1,154,2026-05-21,0.0,CE,170.0,0.23,708,1.25,95.59,56618.729999999996,No upcoming events found.,No upcoming events found.,No news found.
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,1763.9,1395,2026-04-30,-21.0,CE,1960.0,1.49,706,0.7,97.44,101573.3,No upcoming events found.,No upcoming events found.,No news found.
VEDL,Vedanta Ltd.,Metals & Mining,337.9,683,2026-04-29,-22.0,PE,300.0,0.61,704,1.33,94.26,52828.4125,No upcoming events found.,No upcoming events found.,No news found.
IOC,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,135.62,145,2026-05-18,-3.0,CE,150.0,0.14,694,1.0,96.93,69542.375,No upcoming events found.,No upcoming events found.,No news found.
HDFCAMC,HDFC Asset Management Company Ltd.,Financial Services,2635.6,2357,2026-04-16,-35.0,CE,2940.0,2.31,693,0.73,97.8,94951.8,No upcoming events found.,No upcoming events found.,No news found.
ADANIPOWER,Adani Power Ltd.,Power,218.62,154,2026-04-29,-22.0,PE,180.0,0.2,692,0.65,96.61,105819.4325,No upcoming events found.,No upcoming events found.,No news found.
DLF,DLF Ltd.,Realty,573.75,544,2026-05-13,-8.0,CE,645.0,0.84,690,0.55,97.88,125101.925,No upcoming events found.,No upcoming events found.,No news found.
SIEMENS,Siemens Ltd.,Capital Goods,3546.0,3089,,,CE,4050.0,3.94,689,0.97,97.64,71153.2625,No upcoming events found.,No upcoming events found.,No news found.
SHRIRAMFIN,Shriram Finance Ltd.,Financial Services,920.0,948,2026-04-24,-27.0,CE,1030.0,0.83,680,0.65,97.25,104525.48125,No upcoming events found.,No upcoming events found.,No news found.
ADANIGREEN,Adani Green Energy Ltd.,Power,1360.5,910,2026-04-24,-27.0,PE,1100.0,1.12,675,0.56,97.91,121309.8,No upcoming events found.,No upcoming events found.,No news found.
UNIONBANK,Union Bank of India,Financial Services,157.53,184,2026-04-23,-28.0,CE,175.0,0.15,674,0.7,96.82,96437.18,No upcoming events found.,No upcoming events found.,No news found.
MUTHOOTFIN,Muthoot Finance Ltd.,Financial Services,3245.0,3230,2026-05-14,-7.0,PE,2850.0,2.45,673,0.59,96.98,113456.15,No upcoming events found.,No upcoming events found.,No news found.
