Symbol,Company Name,Industry,Current Price,Bound,Result Date,Days to Result,Trade Type,Sell @,Sell Premium,Max Profit (₹),Max Profit (%),POP (%),Margin,Upcoming Events,Past Events,News
ABB,ABB India Ltd.,Capital Goods,6312.5,6259,2026-05-08,-13.0,PE,5600.0,3.69,460,0.51,97.53,91020.375,No upcoming events found.,No upcoming events found.,No news found.
HINDZINC,Hindustan Zinc Ltd.,Metals & Mining,622.35,525,2026-04-30,-21.0,PE,500.0,0.38,459,0.5,98.5,91214.975,No upcoming events found.,No upcoming events found.,No news found.
SOLARINDS,Solar Industries India Ltd.,Chemicals,18070.0,13394,2026-05-15,-6.0,PE,14500.0,9.19,459,0.53,98.35,86716.5,No upcoming events found.,No upcoming events found.,No news found.
SBIN,State Bank of India,Financial Services,942.5,1042,2026-05-15,-6.0,CE,1040.0,0.61,459,0.63,97.45,72501.5,No upcoming events found.,No upcoming events found.,No news found.
TVSMOTOR,TVS Motor Company Ltd.,Automobile and Auto Components,3334.0,3482,2026-05-13,-8.0,CE,3840.0,2.62,459,0.97,98.92,47283.575,No upcoming events found.,No upcoming events found.,No news found.
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,1763.9,1371,2026-04-30,-21.0,PE,1520.0,0.96,457,0.49,97.27,93379.3,No upcoming events found.,No upcoming events found.,No news found.
LODHA,Lodha Developers Ltd.,Realty,869.9,699,2026-04-24,-27.0,PE,770.0,1.01,455,0.82,94.95,55335.65,No upcoming events found.,No upcoming events found.,No news found.
UNIONBANK,Union Bank of India,Financial Services,157.53,184,2026-04-23,-28.0,CE,180.0,0.1,453,0.51,98.06,88515.68,No upcoming events found.,No upcoming events found.,No news found.
JINDALSTEL,Jindal Steel Ltd.,Metals & Mining,1211.5,1179,2026-05-01,-20.0,CE,1440.0,0.72,453,0.66,99.41,68894.5625,No upcoming events found.,No upcoming events found.,No news found.
INDIGO,InterGlobe Aviation Ltd.,Services,4207.0,4299,,,PE,3700.0,3.0,450,0.61,97.21,74355.075,No upcoming events found.,No upcoming events found.,No news found.
SOLARINDS,Solar Industries India Ltd.,Chemicals,18070.0,13394,2026-05-15,-6.0,PE,15000.0,8.97,448,0.47,98.17,95966.5,No upcoming events found.,No upcoming events found.,No news found.
TATASTEEL,Tata Steel Ltd.,Metals & Mining,204.3,208,2026-05-15,-6.0,CE,225.0,0.16,446,0.64,97.14,69314.1625,No upcoming events found.,No upcoming events found.,No news found.
BEL,Bharat Electronics Ltd.,Capital Goods,410.2,437,2026-05-19,-2.0,CE,475.0,0.31,445,0.69,98.01,64941.63125,No upcoming events found.,No upcoming events found.,No news found.
DRREDDY,Dr. Reddy's Laboratories Ltd.,Healthcare,1329.0,1189,2026-05-12,-9.0,PE,1190.0,0.71,445,0.55,97.48,80601.0,No upcoming events found.,No upcoming events found.,No news found.
HINDZINC,Hindustan Zinc Ltd.,Metals & Mining,622.35,561,2026-04-30,-21.0,CE,720.0,0.36,444,0.4,98.32,111157.475,No upcoming events found.,No upcoming events found.,No news found.
M&M,Mahindra & Mahindra Ltd.,Automobile and Auto Components,3098.2,3015,2026-05-05,-16.0,CE,3440.0,2.22,444,0.67,97.15,66804.1,No upcoming events found.,No upcoming events found.,No news found.
HINDZINC,Hindustan Zinc Ltd.,Metals & Mining,622.35,561,2026-04-30,-21.0,CE,700.0,0.36,444,0.37,97.96,119524.225,No upcoming events found.,No upcoming events found.,No news found.
SHRIRAMFIN,Shriram Finance Ltd.,Financial Services,920.0,948,2026-04-24,-27.0,CE,1080.0,0.54,443,0.5,98.74,89485.98125,No upcoming events found.,No upcoming events found.,No news found.
SIEMENS,Siemens Ltd.,Capital Goods,3546.0,3089,,,CE,4200.0,2.52,441,0.71,98.71,62304.2625,No upcoming events found.,No upcoming events found.,No news found.
ITC,ITC Ltd.,Fast Moving Consumer Goods,308.95,303,2026-05-21,0.0,CE,342.5,0.28,440,0.89,97.18,49184.8,No upcoming events found.,No upcoming events found.,No news found.
HYUNDAI,Hyundai Motor India Ltd.,Automobile and Auto Components,1779.1,1723,2026-05-08,-13.0,CE,1980.0,1.6,440,0.87,97.09,50757.1375,No upcoming events found.,No upcoming events found.,No news found.
CANBK,Canara Bank,Financial Services,124.93,142,2026-05-11,-10.0,CE,148.0,0.07,438,0.54,98.8,81710.9375,No upcoming events found.,No upcoming events found.,No news found.
ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare,1066.9,868,2026-05-19,-2.0,PE,920.0,0.49,438,0.47,98.63,92539.35,No upcoming events found.,No upcoming events found.,No news found.
RECLTD,REC Ltd.,Financial Services,329.15,320,2026-04-28,-23.0,PE,295.0,0.31,437,0.75,96.36,57972.25,No upcoming events found.,No upcoming events found.,No news found.
RECLTD,REC Ltd.,Financial Services,329.15,340,2026-04-28,-23.0,CE,370.0,0.31,437,0.73,97.45,60268.25,No upcoming events found.,No upcoming events found.,No news found.
ETERNAL,Eternal Ltd.,Consumer Services,243.0,217,2026-04-28,-23.0,PE,195.0,0.18,436,0.71,99.27,61358.198749999996,No upcoming events found.,No upcoming events found.,No news found.
CGPOWER,CG Power and Industrial Solutions Ltd.,Capital Goods,828.9,712,2026-05-06,-15.0,CE,940.0,0.51,435,0.55,97.97,79916.15,No upcoming events found.,No upcoming events found.,No news found.
IRFC,Indian Railway Finance Corporation Ltd.,Financial Services,96.2,104,2026-05-14,-7.0,CE,110.0,0.1,435,0.81,97.7,53561.975,No upcoming events found.,No upcoming events found.,No news found.
DLF,DLF Ltd.,Realty,573.75,544,2026-05-13,-8.0,CE,650.0,0.53,433,0.35,97.75,123971.675,No upcoming events found.,No upcoming events found.,No news found.
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,1763.9,1371,2026-04-30,-21.0,PE,1540.0,0.91,433,0.45,97.74,96395.3,No upcoming events found.,No upcoming events found.,No news found.
MAXHEALTH,Max Healthcare Institute Ltd.,Healthcare,1063.65,924,2026-05-21,0.0,PE,950.0,0.83,433,0.73,96.77,59475.53125,No upcoming events found.,No upcoming events found.,No news found.
AMBUJACEM,Ambuja Cements Ltd.,Construction Materials,427.2,428,2026-05-04,-17.0,CE,505.0,0.41,433,0.4,98.75,108585.225,No upcoming events found.,No upcoming events found.,No news found.
AMBUJACEM,Ambuja Cements Ltd.,Construction Materials,427.2,428,2026-05-04,-17.0,CE,475.0,0.41,433,0.36,97.14,119757.725,No upcoming events found.,No upcoming events found.,No news found.
MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,2397.1,2340,2026-04-30,-21.0,CE,2780.0,2.16,432,0.58,97.95,75105.6,No upcoming events found.,No upcoming events found.,No news found.
BAJFINANCE,Bajaj Finance Ltd.,Financial Services,914.15,866,2026-04-29,-22.0,CE,1030.0,0.58,431,0.59,98.17,73046.1875,No upcoming events found.,No upcoming events found.,No news found.
HDFCAMC,HDFC Asset Management Company Ltd.,Financial Services,2635.6,2357,2026-04-16,-35.0,CE,3000.0,1.44,431,0.49,98.49,88639.8,No upcoming events found.,No upcoming events found.,No news found.
INFY,Infosys Ltd.,Information Technology,1195.0,1325,2026-04-23,-28.0,PE,1070.0,1.08,430,0.89,96.14,48364.6,No upcoming events found.,No upcoming events found.,No news found.
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,Financial Services,1498.2,1403,2026-04-30,-21.0,PE,1340.0,0.69,429,0.37,97.95,114974.125,No upcoming events found.,No upcoming events found.,No news found.
JINDALSTEL,Jindal Steel Ltd.,Metals & Mining,1211.5,1179,2026-05-01,-20.0,CE,1350.0,0.69,429,0.48,98.19,88844.3125,No upcoming events found.,No upcoming events found.,No news found.
JIOFIN,Jio Financial Services Ltd.,Financial Services,230.31,245,2026-04-17,-34.0,CE,275.0,0.18,428,0.32,98.28,132532.97999999998,No upcoming events found.,No upcoming events found.,No news found.
JIOFIN,Jio Financial Services Ltd.,Financial Services,230.31,245,2026-04-17,-34.0,CE,272.5,0.18,428,0.32,98.2,134364.97999999998,No upcoming events found.,No upcoming events found.,No news found.
ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare,1066.9,868,2026-05-19,-2.0,PE,910.0,0.48,427,0.48,98.33,89353.35,No upcoming events found.,No upcoming events found.,No news found.
TECHM,Tech Mahindra Ltd.,Information Technology,1468.3,1460,2026-04-22,-29.0,PE,1300.0,0.71,427,0.5,97.91,86345.1,No upcoming events found.,No upcoming events found.,No news found.
IOC,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,135.62,145,2026-05-18,-3.0,CE,156.0,0.09,426,0.73,98.36,58671.125,No upcoming events found.,No upcoming events found.,No news found.
HYUNDAI,Hyundai Motor India Ltd.,Automobile and Auto Components,1779.1,1693,2026-05-08,-13.0,PE,1580.0,1.55,426,0.85,97.53,49956.6375,No upcoming events found.,No upcoming events found.,No news found.
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,2695.1,1869,2026-04-30,-21.0,PE,2100.0,1.38,424,0.46,98.6,91982.025,No upcoming events found.,No upcoming events found.,No news found.
PFC,Power Finance Corporation Ltd.,Financial Services,422.8,420,2026-05-13,-8.0,CE,485.0,0.32,422,0.62,98.44,68452.8,No upcoming events found.,No upcoming events found.,No news found.
BAJFINANCE,Bajaj Finance Ltd.,Financial Services,914.15,866,2026-04-29,-22.0,CE,1020.0,0.56,421,0.56,98.05,75662.6875,No upcoming events found.,No upcoming events found.,No news found.
COALINDIA,Coal India Ltd.,Oil Gas & Consumable Fuels,455.0,472,2026-04-27,-24.0,CE,510.0,0.31,421,0.72,97.62,58580.8875,No upcoming events found.,No upcoming events found.,No news found.
LODHA,Lodha Developers Ltd.,Realty,869.9,733,2026-04-24,-27.0,CE,990.0,0.94,421,0.71,97.4,59304.15,No upcoming events found.,No upcoming events found.,No news found.
SBIN,State Bank of India,Financial Services,942.5,1042,2026-05-15,-6.0,CE,1050.0,0.56,421,0.6,97.81,69838.5,No upcoming events found.,No upcoming events found.,No news found.
CANBK,Canara Bank,Financial Services,124.93,142,2026-05-11,-10.0,CE,147.0,0.06,421,0.5,98.57,84072.9375,No upcoming events found.,No upcoming events found.,No news found.
JSWSTEEL,JSW Steel Ltd.,Metals & Mining,1265.6,1144,2026-05-14,-7.0,PE,1100.0,0.62,421,0.21,98.33,202771.1,No upcoming events found.,No upcoming events found.,No news found.
CANBK,Canara Bank,Financial Services,124.93,142,2026-05-11,-10.0,CE,145.0,0.06,421,0.48,98.44,88730.9375,No upcoming events found.,No upcoming events found.,No news found.
TECHM,Tech Mahindra Ltd.,Information Technology,1468.3,1460,2026-04-22,-29.0,PE,1280.0,0.7,420,0.51,97.62,82037.1,No upcoming events found.,No upcoming events found.,No news found.
PNB,Punjab National Bank,Financial Services,101.31,113,2026-05-05,-16.0,CE,117.0,0.05,420,0.53,98.63,79564.0,No upcoming events found.,No upcoming events found.,No news found.
ITC,ITC Ltd.,Fast Moving Consumer Goods,308.95,303,2026-05-21,0.0,CE,340.0,0.26,420,0.83,97.48,50656.8,No upcoming events found.,No upcoming events found.,No news found.
BPCL,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,287.65,261,2026-05-19,-2.0,PE,255.0,0.21,419,0.64,97.29,65146.85625,No upcoming events found.,No upcoming events found.,No news found.
BPCL,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,287.65,287,2026-05-19,-2.0,CE,340.0,0.21,419,0.84,98.19,50196.10625,No upcoming events found.,No upcoming events found.,No news found.
ETERNAL,Eternal Ltd.,Consumer Services,243.0,247,2026-04-28,-23.0,CE,285.0,0.17,418,0.56,98.27,74380.19875,No upcoming events found.,No upcoming events found.,No news found.
INDIGO,InterGlobe Aviation Ltd.,Services,4207.0,4320,,,CE,4650.0,2.79,418,0.52,97.7,80291.075,No upcoming events found.,No upcoming events found.,No news found.
JIOFIN,Jio Financial Services Ltd.,Financial Services,230.31,224,2026-04-17,-34.0,PE,200.0,0.18,417,0.3,97.54,138900.97999999998,No upcoming events found.,No upcoming events found.,No news found.
GAIL,GAIL (India) Ltd.,Oil Gas & Consumable Fuels,153.1,154,2026-05-21,0.0,CE,175.0,0.13,417,0.82,97.5,50760.229999999996,No upcoming events found.,No upcoming events found.,No news found.
VEDL,Vedanta Ltd.,Metals & Mining,337.9,683,2026-04-29,-22.0,PE,280.0,0.36,416,0.94,97.3,44399.4125,No upcoming events found.,No upcoming events found.,No news found.
VEDL,Vedanta Ltd.,Metals & Mining,337.9,730,2026-04-29,-22.0,CE,390.0,0.36,416,0.89,97.42,46917.9125,No upcoming events found.,No upcoming events found.,No news found.
CGPOWER,CG Power and Industrial Solutions Ltd.,Capital Goods,828.9,712,2026-05-06,-15.0,CE,960.0,0.49,414,0.56,99.21,73626.65,No upcoming events found.,No upcoming events found.,No news found.
SHRIRAMFIN,Shriram Finance Ltd.,Financial Services,920.0,948,2026-04-24,-27.0,CE,1150.0,0.5,412,0.6,98.5,69322.48125,No upcoming events found.,No upcoming events found.,No news found.
SHREECEM,Shree Cement Ltd.,Construction Materials,24100.0,23341,2026-05-06,-15.0,PE,21000.0,16.5,412,0.79,97.47,52239.125,No upcoming events found.,No upcoming events found.,No news found.
INDHOTEL,Indian Hotels Co. Ltd.,Consumer Services,644.25,607,2026-05-11,-10.0,CE,710.0,0.41,412,0.56,97.72,74126.25,No upcoming events found.,No upcoming events found.,No news found.
LODHA,Lodha Developers Ltd.,Realty,869.9,733,2026-04-24,-27.0,CE,980.0,0.91,410,0.67,96.71,61684.65,No upcoming events found.,No upcoming events found.,No news found.
HAL,Hindustan Aeronautics Ltd.,Capital Goods,4290.0,3787,2026-05-14,-7.0,PE,3850.0,2.74,410,0.53,97.07,76970.3,No upcoming events found.,No upcoming events found.,No news found.
TVSMOTOR,TVS Motor Company Ltd.,Automobile and Auto Components,3334.0,3482,2026-05-13,-8.0,CE,3740.0,2.34,409,0.76,97.79,53763.825,No upcoming events found.,No upcoming events found.,No news found.
UNIONBANK,Union Bank of India,Financial Services,157.53,161,2026-04-23,-28.0,PE,140.0,0.09,409,0.45,97.65,91126.43,No upcoming events found.,No upcoming events found.,No news found.
HDFCAMC,HDFC Asset Management Company Ltd.,Financial Services,2635.6,2357,2026-04-16,-35.0,CE,3040.0,1.36,408,0.48,99.27,84331.8,No upcoming events found.,No upcoming events found.,No news found.
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,Financial Services,1498.2,1426,2026-04-30,-21.0,CE,1800.0,0.65,406,0.45,99.1,90168.125,No upcoming events found.,No upcoming events found.,No news found.
PFC,Power Finance Corporation Ltd.,Financial Services,422.8,420,2026-05-13,-8.0,CE,480.0,0.31,406,0.57,98.34,70675.8,No upcoming events found.,No upcoming events found.,No news found.
ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare,1066.9,868,2026-05-19,-2.0,PE,890.0,0.45,405,0.49,98.17,82441.35,No upcoming events found.,No upcoming events found.,No news found.
CGPOWER,CG Power and Industrial Solutions Ltd.,Capital Goods,828.9,682,2026-05-06,-15.0,PE,740.0,0.48,403,0.44,97.58,91748.15,No upcoming events found.,No upcoming events found.,No news found.
IRFC,Indian Railway Finance Corporation Ltd.,Financial Services,96.2,104,2026-05-14,-7.0,CE,111.0,0.1,403,0.78,98.0,51904.475,No upcoming events found.,No upcoming events found.,No news found.
IOC,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,135.62,120,2026-05-18,-3.0,PE,120.0,0.08,402,0.58,97.25,68956.625,No upcoming events found.,No upcoming events found.,No news found.
IOC,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,135.62,145,2026-05-18,-3.0,CE,155.0,0.08,402,0.66,98.46,60620.875,No upcoming events found.,No upcoming events found.,No news found.
NESTLEIND,Nestle India Ltd.,Fast Moving Consumer Goods,1416.0,1215,2026-04-21,-30.0,PE,1250.0,0.8,399,0.62,98.26,64279.5,No upcoming events found.,No upcoming events found.,No news found.
TATAPOWER,Tata Power Co. Ltd.,Power,413.8,398,2026-05-12,-9.0,CE,475.0,0.28,398,0.79,98.75,50713.75,No upcoming events found.,No upcoming events found.,No news found.
TATAPOWER,Tata Power Co. Ltd.,Power,413.8,381,2026-05-12,-9.0,PE,370.0,0.28,398,0.69,97.18,58152.25,No upcoming events found.,No upcoming events found.,No news found.
HINDZINC,Hindustan Zinc Ltd.,Metals & Mining,622.35,561,2026-04-30,-21.0,CE,750.0,0.32,398,0.4,98.97,98331.725,No upcoming events found.,No upcoming events found.,No news found.
DRREDDY,Dr. Reddy's Laboratories Ltd.,Healthcare,1329.0,1203,2026-05-12,-9.0,CE,1490.0,0.64,398,0.51,98.4,78601.75,No upcoming events found.,No upcoming events found.,No news found.
WIPRO,Wipro Ltd.,Information Technology,195.85,212,2026-04-16,-35.0,CE,217.5,0.13,397,0.6,97.69,66109.275,No upcoming events found.,No upcoming events found.,No news found.
ADANIGREEN,Adani Green Energy Ltd.,Power,1360.5,910,2026-04-24,-27.0,PE,1000.0,0.66,397,0.4,98.81,100015.8,No upcoming events found.,No upcoming events found.,No news found.
TECHM,Tech Mahindra Ltd.,Information Technology,1468.3,1460,2026-04-22,-29.0,PE,1240.0,0.66,397,0.54,98.41,73259.1,No upcoming events found.,No upcoming events found.,No news found.
ABB,ABB India Ltd.,Capital Goods,6312.5,6286,2026-05-08,-13.0,CE,7100.0,3.17,396,0.44,98.18,90099.375,No upcoming events found.,No upcoming events found.,No news found.
TVSMOTOR,TVS Motor Company Ltd.,Automobile and Auto Components,3334.0,3482,2026-05-13,-8.0,CE,3760.0,2.26,395,0.75,97.76,52506.825,No upcoming events found.,No upcoming events found.,No news found.
CGPOWER,CG Power and Industrial Solutions Ltd.,Capital Goods,828.9,712,2026-05-06,-15.0,CE,970.0,0.46,393,0.56,99.11,70659.65,No upcoming events found.,No upcoming events found.,No news found.
MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,2397.1,2340,2026-04-30,-21.0,CE,2800.0,1.96,392,0.53,98.21,73669.6,No upcoming events found.,No upcoming events found.,No news found.
M&M,Mahindra & Mahindra Ltd.,Automobile and Auto Components,3098.2,3015,2026-05-05,-16.0,CE,3460.0,1.96,392,0.6,97.52,65114.1,No upcoming events found.,No upcoming events found.,No news found.
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,1763.9,1371,2026-04-30,-21.0,PE,1480.0,0.82,391,0.45,98.43,86368.3,No upcoming events found.,No upcoming events found.,No news found.
TATASTEEL,Tata Steel Ltd.,Metals & Mining,204.3,208,2026-05-15,-6.0,CE,227.5,0.14,391,0.59,97.64,66811.6625,No upcoming events found.,No upcoming events found.,No news found.
AXISBANK,Axis Bank Ltd.,Financial Services,1236.2,1260,2026-04-25,-26.0,CE,1360.0,0.62,390,0.5,98.27,78013.0625,No upcoming events found.,No upcoming events found.,No news found.
JINDALSTEL,Jindal Steel Ltd.,Metals & Mining,1211.5,1179,2026-05-01,-20.0,CE,1360.0,0.62,390,0.45,98.4,86688.0625,No upcoming events found.,No upcoming events found.,No news found.
HAL,Hindustan Aeronautics Ltd.,Capital Goods,4290.0,3787,2026-05-14,-7.0,PE,3600.0,2.6,389,0.61,98.9,63560.8,No upcoming events found.,No upcoming events found.,No news found.
HCLTECH,HCL Technologies Ltd.,Information Technology,1171.5,1450,2026-04-24,-27.0,CE,1290.0,1.11,389,0.88,96.95,44144.65,No upcoming events found.,No upcoming events found.,No news found.
PIDILITIND,Pidilite Industries Ltd.,Chemicals,1449.1,1301,2026-05-07,-14.0,CE,1620.0,0.78,387,0.56,98.24,69761.5,No upcoming events found.,No upcoming events found.,No news found.
GAIL,GAIL (India) Ltd.,Oil Gas & Consumable Fuels,153.1,154,2026-05-21,0.0,CE,176.0,0.12,385,0.78,97.73,49657.229999999996,No upcoming events found.,No upcoming events found.,No news found.
UNITDSPR,United Spirits Ltd.,Fast Moving Consumer Goods,1294.4,1243,2026-05-14,-7.0,CE,1460.0,0.96,384,0.79,98.29,48928.6,No upcoming events found.,No upcoming events found.,No news found.
SBIN,State Bank of India,Financial Services,942.5,1042,2026-05-15,-6.0,CE,1060.0,0.51,384,0.57,98.12,67124.0,No upcoming events found.,No upcoming events found.,No news found.
SBILIFE,SBI Life Insurance Company Ltd.,Financial Services,1881.2,1847,2026-04-22,-29.0,CE,2200.0,1.02,384,0.72,99.59,53280.125,No upcoming events found.,No upcoming events found.,No news found.
HINDZINC,Hindustan Zinc Ltd.,Metals & Mining,622.35,561,2026-04-30,-21.0,CE,710.0,0.31,382,0.33,98.58,115347.725,No upcoming events found.,No upcoming events found.,No news found.
DLF,DLF Ltd.,Realty,573.75,544,2026-05-13,-8.0,CE,660.0,0.46,381,0.32,98.13,120697.175,No upcoming events found.,No upcoming events found.,No news found.
DLF,DLF Ltd.,Realty,573.75,522,2026-05-13,-8.0,PE,500.0,0.46,381,0.31,96.9,122206.925,No upcoming events found.,No upcoming events found.,No news found.
AMBUJACEM,Ambuja Cements Ltd.,Construction Materials,427.2,428,2026-05-04,-17.0,CE,480.0,0.36,380,0.32,97.63,118130.225,No upcoming events found.,No upcoming events found.,No news found.
TVSMOTOR,TVS Motor Company Ltd.,Automobile and Auto Components,3334.0,3462,2026-05-13,-8.0,PE,3000.0,2.17,380,0.59,96.96,64232.075,No upcoming events found.,No upcoming events found.,No news found.
JSWSTEEL,JSW Steel Ltd.,Metals & Mining,1265.6,1159,2026-05-14,-7.0,CE,1420.0,0.56,379,0.18,98.53,215346.6,No upcoming events found.,No upcoming events found.,No news found.
INDIGO,InterGlobe Aviation Ltd.,Services,4207.0,4299,,,PE,3500.0,2.53,378,0.6,98.15,63631.575,No upcoming events found.,No upcoming events found.,No news found.
LODHA,Lodha Developers Ltd.,Realty,869.9,699,2026-04-24,-27.0,PE,760.0,0.84,376,0.7,96.97,53508.65,No upcoming events found.,No upcoming events found.,No news found.
ETERNAL,Eternal Ltd.,Consumer Services,243.0,217,2026-04-28,-23.0,PE,210.0,0.15,375,0.51,97.55,74307.69875,No upcoming events found.,No upcoming events found.,No news found.
INDHOTEL,Indian Hotels Co. Ltd.,Consumer Services,644.25,591,2026-05-11,-10.0,PE,570.0,0.38,375,0.58,97.69,64656.25,No upcoming events found.,No upcoming events found.,No news found.
GRASIM,Grasim Industries Ltd.,Construction Materials,2883.1,2614,2026-05-20,-1.0,PE,2540.0,1.5,375,0.59,97.68,64048.0,No upcoming events found.,No upcoming events found.,No news found.
BEL,Bharat Electronics Ltd.,Capital Goods,410.2,419,2026-05-19,-2.0,PE,360.0,0.26,374,0.65,97.88,57973.38125,No upcoming events found.,No upcoming events found.,No news found.
BEL,Bharat Electronics Ltd.,Capital Goods,410.2,437,2026-05-19,-2.0,CE,480.0,0.26,374,0.6,98.63,62106.38125,No upcoming events found.,No upcoming events found.,No news found.
COALINDIA,Coal India Ltd.,Oil Gas & Consumable Fuels,455.0,472,2026-04-27,-24.0,CE,525.0,0.28,371,0.72,98.3,51371.8875,No upcoming events found.,No upcoming events found.,No news found.
TITAN,Titan Company Ltd.,Consumer Durables,4084.3,4223,2026-05-08,-13.0,PE,3650.0,2.12,371,0.54,97.8,68899.0,No upcoming events found.,No upcoming events found.,No news found.
CGPOWER,CG Power and Industrial Solutions Ltd.,Capital Goods,828.9,682,2026-05-06,-15.0,PE,700.0,0.44,371,0.47,97.79,79839.65,No upcoming events found.,No upcoming events found.,No news found.
SHRIRAMFIN,Shriram Finance Ltd.,Financial Services,920.0,918,2026-04-24,-27.0,PE,820.0,0.45,371,0.36,98.36,102124.73125,No upcoming events found.,No upcoming events found.,No news found.
CANBK,Canara Bank,Financial Services,124.93,142,2026-05-11,-10.0,CE,149.0,0.06,371,0.47,98.85,79010.4375,No upcoming events found.,No upcoming events found.,No news found.
JIOFIN,Jio Financial Services Ltd.,Financial Services,230.31,245,2026-04-17,-34.0,CE,285.0,0.16,370,0.3,98.81,123931.98,No upcoming events found.,No upcoming events found.,No news found.
MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,2397.1,2340,2026-04-30,-21.0,CE,2960.0,1.85,370,0.59,98.87,62509.6,No upcoming events found.,No upcoming events found.,No news found.
ABB,ABB India Ltd.,Capital Goods,6312.5,6286,2026-05-08,-13.0,CE,7150.0,2.96,370,0.42,98.51,87887.125,No upcoming events found.,No upcoming events found.,No news found.
GODREJCP,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,1008.9,1037,2026-05-12,-9.0,CE,1110.0,0.74,368,0.68,97.8,53875.0,No upcoming events found.,No upcoming events found.,No news found.
ICICIBANK,ICICI Bank Ltd.,Financial Services,1229.8,1251,2026-04-18,-33.0,CE,1370.0,0.53,367,0.43,98.69,85860.6,No upcoming events found.,No upcoming events found.,No news found.
WIPRO,Wipro Ltd.,Information Technology,195.85,212,2026-04-16,-35.0,CE,220.0,0.12,367,0.58,98.16,63499.275,No upcoming events found.,No upcoming events found.,No news found.
RECLTD,REC Ltd.,Financial Services,329.15,340,2026-04-28,-23.0,CE,375.0,0.26,367,0.63,97.96,57902.25,No upcoming events found.,No upcoming events found.,No news found.
UNIONBANK,Union Bank of India,Financial Services,157.53,184,2026-04-23,-28.0,CE,182.5,0.08,365,0.43,98.5,84710.68,No upcoming events found.,No upcoming events found.,No news found.
VBL,Varun Beverages Ltd.,Fast Moving Consumer Goods,511.95,417,2026-04-30,-21.0,CE,570.0,0.32,365,0.54,97.82,68139.0,No upcoming events found.,No upcoming events found.,No news found.
IOC,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,135.62,120,2026-05-18,-3.0,PE,118.0,0.08,365,0.56,97.97,65300.875,No upcoming events found.,No upcoming events found.,No news found.
BANKBARODA,Bank of Baroda,Financial Services,260.6,267,2026-05-08,-13.0,CE,315.0,0.12,365,0.63,99.44,57684.175,No upcoming events found.,No upcoming events found.,No news found.
HYUNDAI,Hyundai Motor India Ltd.,Automobile and Auto Components,1779.1,1723,2026-05-08,-13.0,CE,2000.0,1.33,364,0.75,97.42,48754.8875,No upcoming events found.,No upcoming events found.,No news found.
HDFCBANK,HDFC Bank Ltd.,Financial Services,756.95,760,2026-04-18,-33.0,PE,620.0,0.66,364,1.26,98.75,28861.6625,No upcoming events found.,No upcoming events found.,No news found.
DMART,Avenue Supermarts Ltd.,Consumer Services,4170.0,4480,2026-05-02,-19.0,CE,4600.0,2.42,363,0.53,97.53,68758.5,No upcoming events found.,No upcoming events found.,No news found.
HAL,Hindustan Aeronautics Ltd.,Capital Goods,4290.0,3810,2026-05-14,-7.0,CE,4750.0,2.42,363,0.45,97.91,80838.8,No upcoming events found.,No upcoming events found.,No news found.
INDHOTEL,Indian Hotels Co. Ltd.,Consumer Services,644.25,607,2026-05-11,-10.0,CE,720.0,0.36,362,0.51,98.36,70586.25,No upcoming events found.,No upcoming events found.,No news found.
TRENT,Trent Ltd.,Consumer Services,4059.5,3838,2026-04-22,-29.0,CE,4500.0,3.62,362,0.66,96.94,54826.6,No upcoming events found.,No upcoming events found.,No news found.
GAIL,GAIL (India) Ltd.,Oil Gas & Consumable Fuels,153.1,154,2026-05-21,0.0,CE,178.0,0.12,362,0.77,98.02,47294.729999999996,No upcoming events found.,No upcoming events found.,No news found.
DLF,DLF Ltd.,Realty,573.75,522,2026-05-13,-8.0,PE,490.0,0.44,360,0.3,97.65,118996.925,No upcoming events found.,No upcoming events found.,No news found.
MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,2397.1,2340,2026-04-30,-21.0,CE,2820.0,1.8,360,0.5,98.43,72245.6,No upcoming events found.,No upcoming events found.,No news found.
AXISBANK,Axis Bank Ltd.,Financial Services,1236.2,1260,2026-04-25,-26.0,CE,1370.0,0.58,359,0.47,98.48,75850.0625,No upcoming events found.,No upcoming events found.,No news found.
